,matchId,conversationId,playerId,chatTime,intentClass,utterance,score
89,2326,9964,Newbiee.metaL,2623,O,bladmail,0.0027647768147289753
90,1030,4628,its Good to be Bad,2756,O,why?,0.0009686388075351715
91,1708,7438,Xtmm xiaoting,1665,O,stop aime?,0.0016538681229576468
92,2413,10362,kyoto,2696,E,MY team is full of retards,0.9136142730712891
93,2097,8987,マイエリカ,777,O,Ahi ta p,0.011251131072640419
94,1984,8540,Nikly,21,O,let me finish this game fast,0.00885575171560049
95,2626,11177,Haste La Veze,3214,O,haha,0.012916994281113148
96,1144,5151,Bro Mitzvah,1898,O,:P,0.0008251556428149343
97,424,1803,Kevin Lolo!,3190,O,GGWP!~,0.04391491413116455
98,676,3055,stevey slick,2099,O,Ayyyy,0.02667689137160778
99,2037,8743,Lohari,2196,E,idiots,0.9843730926513672
100,2189,9371,YEHHH BOII!!!,2796,O,had to create so much space,0.0016982113011181355
101,1243,5527,Tables,2222,O,gg ursa,0.012164020910859108
102,2007,8638,nmE,654,O,wp,0.0013172413455322385
103,1273,5653,SAMKOOOOOOOOO,968,O,nice your team dead,0.44505587220191956
104,1615,7058,#OliveR,1477,A,report qop,0.0008791985455900431
105,1037,4666,Jacinda,2955,O,it was,0.0022854036651551723
106,1630,7130,airSofly,2315,O,first time he plays carry ;3,0.0010592312319204211
107,408,1708,SF. Husker Du,291,O,rofl,0.05246724188327789
108,2482,10642,Vengeful,1299,O,:),0.0008735444862395525
109,2954,12505,GGFacel,1480,O,YEA I HAVE TERRORBLADE IN MY TEAM GG,0.035421375185251236
110,2667,11375,DJ MC,2997,O,gg.,0.026167504489421844
111,288,1213,pod*D!,2625,O,hahaha,0.027525994926691055
112,1570,6892,SanGokKU,2259,O,sorry but u got carried bro,0.012308609671890736
113,167,683,SHA-BANG,3248,I,afk farm alch gg,0.3484896421432495
114,107,408,Pk,2600,O,gg,0.07572552561759949
115,2107,9055,"Bread, Love, and Dreams",466,O,thanks sorry,0.0007651570485904813
116,3009,12762,hommaw,116,O,he's online just 1 min TY,0.02894102968275547
117,2021,8683,deejaygeekout,1923,A,report mid ty,0.02392425760626793
118,3002,12741,Carl,1742,O,And ?,0.0008334196172654629
119,2836,12014,Seatech,1834,A,report him,0.001002765609882772
120,357,1513,Baldur,3526,A,comment me,0.0037361052818596363
121,2656,11343,Shuiyu|亲Z,243,E,haiz keep call support so gay,0.8566601276397705
122,1895,8175,Kappador,294,O,what is this game ?,0.0014909796882420778
123,764,3485,R.I.P.,2239,O,Ezz,0.018670441582798958
124,2396,10300,"face your fate, son",1881,I,so scare,0.10003792494535446
125,2641,11255,Lvrry,467,E,DUDE WTF FUCKIN RETARD U DONT DO SHIT,0.9990170001983643
126,455,1981,Trunks,1499,O,^,0.0011627969797700644
127,709,3262,YourGod....HasArrived,1926,O,LOL,0.009585244581103325
128,1006,4498,RA,2247,O,:),0.0008735444862395525
129,2855,12072,!Fr33^,1578,O,|and DS,0.0007878709584474564
130,2396,10301,OT.xiao步,2137,O,eiiii,0.0658726692199707
131,2319,9926,välfärd,2351,O,throw of the year,0.0026246756315231323
132,948,4244,KAPPA PRIDE,2753,O,still 0 team work,0.0012498111464083195
133,159,649,Standin.xGod!,2185,E,how can u win with 4 peruvians on ur team ?? think about it,0.005676258821040392
134,1859,8066,Valdz,533,O,is that an old calculator his using?,0.027238748967647552
135,566,2562,Monkey D. Luffy,3706,O,coz team comes noob and only thing left is rat lol gj Gk jk,0.6495113372802734
136,2365,10194,Stuck with these noobs,2945,O,rofl,0.05246724188327789
137,2093,8974,heha,2607,O,;p,0.0008619787986390293
138,1896,8184,Enotkin,358,O,no,0.0012503131292760372
139,2299,9826,Maru,3191,A,commend alche hahahah,0.050941191613674164
140,2426,10392,Stand up and scream,2295,E,4k shit,0.981596052646637
141,2624,11162,NEGA WHUT?,1624,I,EZ wag mainis,0.17431887984275818
142,690,3136,Plank,1741,O,ty for ult  rexxar,0.021825093775987625
143,408,1708,ㅇㅅㅇ COYS,245,O,yo wtf wr are u on my friends,0.8933126926422119
144,1784,7741,Simaox,1248,O,fuckü,0.9906580448150635
145,2116,9086,Nob,750,O,lel,0.0024884643498808146
146,1913,8245,ok,501,I,3k sf take it easy you know how they are,0.0013976609334349632
147,566,2562,Mr. Meeseeks,3730,O,nice tower,0.0007706636097282171
148,607,2750,RoTj,2007,O,u got one,0.0016682461136952043
149,837,3790,Game Master Killer,2497,O,haah,0.00990290567278862
150,2214,9459,PUnknown player,2591,O,STOP DEF IDIOTS ALYANSOV NASMOTRELIS?,0.9513402581214905
151,714,3290,SKT Faker,4898,O,gg,0.07572552561759949
152,2489,10686,Fixor,2392,I,EZ PTS V SOLYANOVO,0.00225061341188848
153,2189,9371,Arcadias,2866,O,GGWP,0.017286844551563263
154,757,3458,Arakhtos,1368,O,i give up,0.0014442846877500415
155,2473,10606,Suport for victory,1637,O,nice detection,0.0010516809998080134
156,1871,8101,小顛,-79,O,hes coming,0.08266493678092957
157,1173,5250,"±~""Monkey D. Luffy""~±",1086,O,wtf he alwayz dc,0.8607526421546936
158,1310,5767,Onee-san,1732,O,so what are u doing beffore?,0.0347791388630867
159,2084,8928,Mamkin Business,22,O,SUQOOA,0.03758224844932556
160,439,1875,Ｂ Ｅ Ｎ Ｎ,614,O,yes ES,0.0014371741563081741
161,833,3769,Smegma,1670,O,BOYS,0.02290462702512741
162,983,4373,Atnym,2578,O,3v1 mid,0.0023836337495595217
163,1167,5235,fLaveuㄨ,1942,O,ya,0.012193765491247177
164,1080,4860,Emotions.,2707,O,GG,0.07572552561759949
165,728,3342,road to 3k,1467,I,easy mid report pls,0.0007954827742651105
166,91,341,GIN_ACE,2577,O,dr i think i have to hunt her,0.32797908782958984
167,1829,7944,Coffein,3392,E,IDIOT DOG,0.9843605160713196
168,1276,5657,Apple,839,I,ez sup,0.031577691435813904
169,2189,9371,bobby.shaw11,2848,O,ur not getting famapage ra,0.07819235324859619
170,2095,8983,The Nyakes- Alexithymia,1289,O,one day I will hear the lovely sound of fresh meat,0.00160934345331043
171,1417,6225,T2B2,1531,O,its 25 min game,0.0015410733176395297
172,1607,7032,[H]aiise,973,O,too fast >.>,0.0239335298538208
173,1300,5731,All FKin men must die !,1606,O,FF,0.004415788687765598
174,2889,12223,Demandred,1366,A,"you're fighting rosh and going for kills in jungle mb if you got together on 1 lane and pushed, it'd be ok",0.445893794298172
175,238,994,Yq,2284,E,noob am ez,0.3321927487850189
176,1656,7258,bobby.shaw11,1519,O,well that was embarasing,0.0009819682454690337
177,66,268,Light,855,O,wirth,0.007995422929525375
178,1004,4489,TB.Thành Lê,1368,O,WTF,0.9081693887710571
179,2476,10618,gjojo,-32,O,käft,0.006080907769501209
180,1912,8237,Cringer,1448,O,YOU SAVED SK ASDIJANOSDAS,0.00808817707002163
181,742,3386,Ibis,1415,I,ez,0.00734320841729641
182,1049,4715,泷泽萝拉,1917,O,all dota plyer,0.05128505080938339
183,2266,9664,WOOOOOOOOOOOOOOOOOOO,2136,O,bye,0.005914460401982069
184,149,613,"<font face=""Segoe Script"">:)",2283,O,dont def pls i dont have money haha,0.11345583945512772
185,51,180,CxopaLaggeR,-31,I,u will lose),0.13485006988048553
186,498,2199,mS.GEraLYN,725,O,uyy,0.03883536532521248
187,2308,9859,jhun pitero,1384,O,haha,0.012916994281113148
188,1861,8079,nycotic,2647,O,his muted so we dont even knw,0.009117435663938522
189,2198,9404,"Does It Offend You, Yeah?",1188,O,good bf jag,0.15907587110996246
190,462,2005,Master Mirror,1742,O,,0.0019954408053308725
191,1296,5708,╕[Danger]◙,725,O,?,0.0009243296226486564
192,1006,4499,Quizly,2340,O,haha,0.012916994281113148
193,31,111,GrossmeisteR,1638,O,epic fail of  axe,0.018040355294942856
194,747,3426,4xl ~O~,1459,O,i never lose with wisp mid lmao,0.03998161852359772
195,2252,9607,小鱼塘,1132,I,lol,0.009585244581103325
196,449,1948,Standin.AlfA,1882,O,sb?,0.004069115500897169
197,2121,9116,tyler,2515,O,haha,0.012916994281113148
198,601,2715,katOshka,1813,I,ez mirana game 1st time to play this hero as a carry XD thnak you ggwpp,0.6696632504463196
199,2800,11888,CEBU_Legacy,252,O,WTB SUN STRIKE HAHAHA,0.06604138016700745
200,569,2571,madafaka',3863,O,no one notice my item,0.005734192673116922
201,2584,11039,Zefear,2976,A,bh commend,0.0016076741740107536
202,1031,4632,ShADoOW,921,O,kjkustu wtf vs 5,0.5375853776931763
203,1270,5630,Zero97M,1430,O,yea end fast we are paper lol,0.023098284378647804
204,115,436,i cri evry tiem,2704,I,ez,0.00734320841729641
205,249,1050,Rick,1820,E,disrupter is asshole,0.9827172160148621
206,1173,5255,VALAR MORGHULIS,2035,E,aa rapes alche,0.9398775100708008
207,2667,11375,Rahel Marshella Valencia,2952,O,HAPPY DEFF,0.001941865892149508
208,666,3022,scar,1438,O,run am,0.012345336377620697
209,1062,4794,Areo Hotah,1805,O,it is not at 30min,0.0011724075302481651
210,1336,5855,Kardz D Sungkit,2513,O,really? hahaha,0.0035613852087408304
211,1707,7432,Ywp,1494,O,we've paused too many times,0.0006776800728403032
212,2393,10282,Zcygqamb,1289,O,i bought the culling blade just for you <3,0.001345308730378747
213,1015,4546,ResurrectioN,1245,O,(,0.0007407960947602987
214,707,3242,>>{D}-Go{D}<<,514,O,kuunka too gooddddddddddddd,0.052200496196746826
215,491,2150,[NCSU] Trex,-39,O,have a fun game brown,0.009961203671991825
216,1174,5261,Catersaurus Rex,2896,O,kfc wifi,0.027682850137352943
217,540,2458,Chilllax IV,1934,O,HHAHA HAHA,0.03632717207074165
218,2775,11804,Why girls so serious Me ???,1860,O,haha,0.012916994281113148
219,2041,8769,tws,1507,O,these randoms,0.0009216807666234672
220,45,167,Theta,3091,E,"My team is feeding so much, our team name is Soup Kitchen",0.0013495833845809102
221,2302,9832,Pyshco white,1678,O,end,0.004160710610449314
222,2190,9381,ChiCKEn TiKkA (XtrA SpiCY),3052,E,GG NOOBS ez life ez noobs,0.8583388328552246
223,1228,5462,mizu <·^(__)---,1972,O,fab,0.07904927432537079
224,637,2861,L-E-N-G ♛,332,O,w,0.001237284392118454
225,2121,9116,akasaka,2575,O,its cause no good supp,0.0011149600613862276
226,1508,6687,oh_my_gosh,2427,E,gg noob team too late to put wards,0.19017638266086578
227,1229,5465,Shinichi Saitama,887,O,gg,0.07572552561759949
228,532,2391,Newb,-27,O,GLHF,0.04761388897895813
229,52,189,Alejandro,3362,A,commend me,0.010401793755590916
230,513,2283,HYTHAM^_^,4025,O,i alt f4 WAHAHHA,0.1280698925256729
231,1760,7631,"|  A  ""  R  ""  K  |",1067,O,nop you only can play riki,0.006532524712383747
232,310,1320,PJSalt,2375,O,lol umad,0.007127766497433186
233,2352,10113,[Up`Sur]FlacoEncocado( ͡° ͜�,1950,O,finish,0.0029410587158054113
234,706,3233,FaceLessMars73,-40,O,really? forever is just a word dude,0.0013844517525285482
235,2895,12255,-Zebrog; #nakamazoned,2477,I,play with monogolian,0.021687127649784088
236,2115,9084,Susklei......!,3072,O,lag ?,0.01785399578511715
237,1654,7245,"Thomas ""Tom"" Cat",1346,O,why,0.0025382277090102434
238,139,532,T125,2131,O,GG,0.07572552561759949
239,1228,5462,sibe,1998,O,4 eyes cram it,0.01880951225757599
240,1628,7122,Woody Woodpecker,1358,O,rly?,0.0011266710935160518
241,2504,10750,The Kite String Tangle,2123,I,ez mid,0.016288459300994873
242,318,1361,November,1454,I,From 6k down to here,0.0010390769457444549
243,2966,12589,tintinzs,1311,O,ggo fin,0.6509167551994324
244,2189,9369,bobby.shaw11,2475,O,ahaha ahaahaah,0.07578747719526291
245,952,4268,fam,1250,O,sure,0.0007942398078739643
246,2931,12417,Kappa,2007,A,ever!!! reported please,0.000937470409553498
247,126,486,Bob,1842,O,WTF,0.9081693887710571
248,1560,6853,如花,2582,O,RUn?,0.014146095141768456
249,1444,6370,sci,888,O,lol,0.009585244581103325
250,2093,8974,Ｆｅｌｔ,2683,E,its your moms name,0.6118273138999939
251,730,3352,iFlameMorons,2283,O,fuck,0.9924622774124146
252,2504,10751,Mothrich,2429,O,no bb?,0.0011183391325175762
253,1101,4941,hammo,111,E,resdtart go,0.0296153724193573
254,889,4004,baneofblabs,2931,O,gg wp,0.040982428938150406
255,1494,6605,EpicFaiL,1015,O,sad,0.016270628198981285
256,1223,5448,MrProBossGuy,1643,O,lol,0.009585244581103325
257,1584,6950,froz,36,A,only  1 report per game count   ^^,0.0007834238349460065
258,1762,7637,WaaDaaFaak!?,647,O,nice game,0.0011109397746622562
259,1819,7890,ＪｕｎｋｅＹ,2241,O,LATE,0.007924903184175491
260,2658,11352,Thx volvo for fix ss,229,E,stupid game,0.9856742024421692
261,655,2963,Freeze,607,O,skill,0.0009009307250380516
262,2291,9794,rYaiEn,1145,O,gg,0.07572552561759949
263,1808,7858,FzFz,2070,O,happy def top mid,0.0048194946721196175
264,2104,9040,TULANG AYAM KFC,1379,O,Haha,0.012916994281113148
265,1550,6808,He||scream.,2292,E,ez noob silencer,0.07223742455244064
266,1363,5972,Futanari AutoFellatio,602,O,okay?,0.0007917541079223156
267,760,3463,wut,1316,O,LOL BLAME TIME,0.013570374809205532
268,2250,9602,JosephJohn*,2224,O,./.,0.0016500061610713601
269,1548,6804,[LP]^fredo^,1757,O,nc,0.0008716189186088741
270,482,2111,That why i lose!!,1528,O,say something mir?,0.0008365357643924654
271,1622,7084,FUK DAT BITCH LIKE groceries,1534,O,pro arrows,0.0010291727958247066
272,2731,11653,Otkraigazo,-52,O,haha,0.012916994281113148
273,1457,6462,@ARTERENZY Official,2823,O,gg gg carrys i bb i end dis ty,0.5400593280792236
274,1438,6359,Saucey,2424,O,hard game kappa,0.0011688809609040618
275,1796,7790,shado lap,-48,O,ｓｈｅ？！,0.0009819251717999578
276,311,1323,Ĝ҉ Ǻ҉ Ӎ҉ Ế҉ Ʀ,11,O,sure why not,0.0007944919634610415
277,1741,7529,YORKSHIRE,1254,O,yes i will pay later siap bos,0.06830749660730362
278,1689,7354,sojtucker,2017,I,gg ez,0.348817378282547
279,1686,7334,Pineapple KAMIKAZE,1850,O,end,0.004160710610449314
280,333,1422,HOWWWWWW?,2123,E,FUCKING BRAIN! MY HEAD ACHE}] WHATS WRONGGGG OUCH!,0.9972008466720581
281,526,2348,[]daNSon[],595,O,??,0.002295661950483918
282,1096,4911,| Phil,1716,O,why u hate your mate?,0.6140195727348328
283,2236,9549,Hagoromo Ōtsutsuki,521,E,KUTN GOT M] wAS FUKING ROUND FOR TOO LONG finally u call for noob hlp,0.9621347784996033
284,2161,9261,Lydia_D.Wannerland,2664,O,then + xboct,0.008269673213362694
285,2183,9339,xny,2387,O,me 2,0.0012206563260406256
286,2641,11261,HELENA BEAT,3063,O,GGWP,0.017286844551563263
287,2969,12607,LocoLanDBetaLan,2038,I,alchemist feed,0.0068446495570242405
288,656,2979,C7H5N3O6,1341,E,fuck that,0.9910356998443604
289,1487,6593,Joe,1082,O,i tried :(,0.0007772556273266673
290,2760,11751,nofun,2271,O,ff mid,0.0018678806954994798
291,1284,5685,Za!nsta,2028,O,with the will of wk GG wk owned tiny so bad his mther knows,0.30928367376327515
292,1084,4869,tacticles,1688,O,desperate?,0.002393856178969145
293,930,4176,BRS-,2198,O,we lost,0.03379293158650398
294,2994,12700,fuCKoff!,1960,O,GRET JUST spam ursa everysingle game,0.03838591277599335
295,312,1336,BR^2307BC,2502,E,report puck pls,0.006505033932626247
296,2475,10616,Mercy,2731,O,Ggwp,0.017286844551563263
297,2461,10542,4ez,2917,O,1z1,0.0036630716640502214
298,2302,9834,SPODERMAN,2061,O,LOL,0.009585244581103325
299,944,4233,Samvis Gammegod,1603,O,,0.0019954408053308725
300,1183,5311,C.C.,-2,O,LMAO 5 top,0.005927334073930979
301,482,2109,ＳｈｉｅｌｄＨｅｒｏ,182,O,0,0.0011810518335551023
302,29,105,龘龖,2926,O,juz a game,0.07067783176898956
303,1087,4892,PRS.蒂莫西,2692,A,give it or unpause,0.0019158790819346905
304,648,2932,honaKING,2877,O,HAHA,0.012916994281113148
305,1002,4470,MODARCOCOTMU SU,1411,O,hha,0.004881118889898062
306,777,3547,Wolf Assault,2462,O,so easyyyyyyyyyyyyyyyyyyy,0.0359828919172287
307,1561,6855,XAO_LIN,543,E,fukcing necro rp necro,0.9877247214317322
308,1826,7933,Moиzα Иōōzє,1460,O,ty :D,0.009401343762874603
309,817,3676,forestfaiRY,659,O,heard you guys like ur medusa's freefarmed some first timer TA here,0.057223282754421234
310,2875,12159,яцѕѕiдиs дяe ğдұ,3054,O,u have such low heroes go play league pls,0.04320187866687775
311,1147,5165,Kamote,1892,I,EZ EZ EZ,0.06944805383682251
312,365,1546,sulit,2967,O,ggw,0.020152568817138672
313,1393,6105,Your Mama Jokes,81,O,in game,0.000738714647013694
314,436,1859,fake world wonderland,-12,E,FUCK U BROWN,0.9983398914337158
315,469,2038,USDP Sure Win,1535,O,GG,0.07572552561759949
316,1711,7447,Tree Stump,3175,E,1v1 noobs,0.5311036705970764
317,2560,10938,GREEN,2225,O,go ff,0.02781529165804386
318,2994,12699,Y u i c h i ‚ô•,1764,E,haha u so bad shut the fuck up,0.9978148937225342
319,1574,6927,Uchiha Madara,850,O,best support,0.000585381465498358
320,2994,12697,Rolly,1152,E,rofl love idiots like you lion,0.9803401827812195
321,652,2952,Grooting Your Mum,2923,E,lil bitch,0.9922572374343872
322,2576,10987,CoMe_BaCK,881,O,what you wanted ? ))),0.0008147796033881605
323,1971,8480,Blackbird >_<,2404,O,sps,0.0029317913576960564
324,2464,10552,JUST DONT,541,O,wth,0.05136626213788986
325,786,3579,500 ping delay i press jor,2171,A,remember to do some damage if not u afk,0.25916507840156555
326,1707,7432,Ywp,1494,O,raise the white flag,0.041692882776260376
327,2236,9550,SeNpAi_2StOnE,674,E,2 stepd noob,0.6510786414146423
328,2252,9608,Derek is back 5 %,1373,O,xdddd,0.016035284847021103
329,1654,7245,"""Envy""",1347,O,lol,0.009585244581103325
330,830,3765,Steven Immanuel,1839,I,Fail slardar,0.17288564145565033
331,699,3200,Spooderman,2908,O,good thing you guys are devoting so much to kill me and letting naga do her thing,0.6333805918693542
332,656,2981,devilonearth666,2876,O,no you didnt,0.011499435640871525
333,1049,4715,Just Play,2027,O,ggwp,0.017286844551563263
334,931,4189,Gem@,3290,O,gg,0.07572552561759949
335,2357,10143,Ywp,-44,O,my dad indian,0.009923728182911873
336,78,306,I Bought [A] Watch Last Year,1784,E,pussy at the door,0.9701979756355286
337,1210,5413,Yato ^,1483,O,the es 0:00 no stun tard so wp,0.07830700278282166
338,187,798,xX360NOSCOPE420BLAZEITXx,2319,O,TA,0.0021509930957108736
339,2190,9372,x0x,-64,E,cyka dazzle,0.0021829947363585234
340,1416,6222,cocodino,1827,O,ll (:,0.0008103877771645784
341,1899,8197,Simply amazin ☻,3013,O,no ur only a baby,0.037033893167972565
342,56,216,Name.loss,2789,O,#NAME?,0.0009157468448393047
343,2286,9762,Algesor,479,O,You're right That was lol funny,0.0016399832675233483
344,751,3438,Cobalt 60,2748,O,gg im done,0.05032677203416824
345,2417,10372,Karasuno,2198,E,Shit.,0.9834639430046082
346,2532,10865,Vanilla Bear,1472,O,what balls,0.7884226441383362
347,1619,7069,tralalaalala,2802,O,cant handle,0.007445091847330332
348,2983,12647,¬¥Dross,1732,E,peru win <3,0.0006983388448134065
349,2021,8679,League of Legends,383,A,20,0.00132765993475914
350,502,2225,Borger King,1306,O,hahaha its int dude me?,0.025484366342425346
351,1967,8452,Fire,2592,O,THIS GYRO,0.03293682262301445
352,346,1485,MARLAN,2706,O,i wish i had a team,0.0010603014379739761
353,1986,8550,DRUIDZ.Law!,486,O,:3,0.0010046479292213917
354,1778,7693,BlueBanana,262,O,gg wp,0.040982428938150406
355,29,106,龘龖,3389,I,TRY HARD?,0.005469033494591713
356,92,347,4Head,1333,O,wr is doing fine,0.005997685715556145
357,52,189,[NEXUS] CH@NgO :P,3358,O,gg,0.07572552561759949
358,2258,9632,Cassss,2019,E,fucking noobs PLEASE GIVE A CHALLENGE NEXT TIME,0.99870765209198
359,801,3630,ウラフザク,3739,O,gg,0.07572552561759949
360,1502,6644,The Red Comet,2653,O,Lol,0.009585244581103325
361,392,1671,PUNX,1090,O,LOL,0.009585244581103325
362,2739,11682,R.oUcHtA  ^.........^,1960,O,ty,0.13184742629528046
363,238,994,sad,2197,O,wow,0.0010622779373079538
364,295,1246,Dr. Zoidberg,464,O,no such ting in doto,0.014734946191310883
365,2367,10208,LazyHero,2927,O,gg wp,0.040982428938150406
366,2055,8816,Louweak,275,O,u dont have to care,0.22778809070587158
367,1688,7346,Smurfy||If u cant carry STFU,3218,E,were fucked up only 1 carry :(,0.9802634119987488
368,305,1287,Torty...,1845,E,ez CRYSTAL perra la ptmr vete xonshaotmare noob,0.6025167107582092
369,2921,12392,Rock_Donger,3147,O,ty and have a nice day,0.008970995433628559
370,183,770,Wise #BobRoss,4220,E,cats are great. fuck dogs,0.9947003126144409
